Id,SalePrice
1461,117155.613039
1462,158788.893973
1463,191818.168254
1464,195939.236327
1465,208545.673498
1466,169696.955475
1467,173239.048723
1468,157471.292957
1469,201075.427976
1470,120095.516993
1471,159610.011841
1472,96634.0172848
1473,99336.7278518
1474,147103.06459
1475,106657.660287
1476,377198.628659
1477,263917.356344
1478,322035.46369
1479,295009.863296
1480,472089.790932
1481,301641.683538
1482,209670.765181
1483,173902.832485
1484,161295.154256
1485,177796.104328
1486,188335.722148
1487,336528.06552
1488,233587.477727
1489,202110.474924
1490,245652.491233
1491,199573.420041
1492,104227.239099
1493,177424.538018
1494,307403.830932
1495,292800.245579
1496,234865.051165
1497,174874.357113
1498,173415.811786
1499,163513.34147
1500,151785.855308
1501,189786.987865
1502,133866.578805
1503,304225.191
1504,240044.628755
1505,221337.060934
1506,191061.146781
1507,255246.058855
1508,200801.334884
1509,154092.39364
1510,147146.689797
1511,162896.50905
1512,185157.026659
1513,149060.913165
1514,170774.855506
1515,211668.768675
1516,153495.938532
1517,177563.178394
1518,122924.237135
1519,220152.439908
1520,123628.158016
1521,135814.009559
1522,184732.314736
1523,122352.077623
1524,123326.570929
1525,118845.05176
1526,103092.885676
1527,113355.492546
1528,126174.738823
1529,160893.179472
1530,207581.181239
1531,132174.409538
1532,92742.023611
1533,164665.896522
1534,135334.263518
1535,152528.928529
1536,97337.1039663
1537,89475.7249328
1538,163710.096755
1539,214638.010287
1540,100004.365597
1541,137867.394513
1542,160963.826212
1543,181518.321074
1544,84498.959061
1545,115238.867241
1546,139306.761496
1547,139893.994225
1548,146416.280743
1549,123817.539107
1550,148920.76611
1551,99023.0920179
1552,160735.942606
1553,152583.315723
1554,113104.002928
1555,164867.2618
1556,59190.1833021
1557,137191.587538
1558,103657.103033
1559,122833.103421
1560,120432.94837
1561,137090.88969
1562,131686.317548
1563,125423.669993
1564,170807.295421
1565,160561.409887
1566,226885.481611
1567,75064.5838014
1568,225190.217782
1569,152444.987023
1570,128782.621933
1571,90159.1001905
1572,147475.682795
1573,269297.125701
1574,127177.637369
1575,238270.424727
1576,229864.501004
1577,178863.260905
1578,155744.559435
1579,137421.579711
1580,189275.038133
1581,155419.257883
1582,132015.12053
1583,287491.679548
1584,217464.278108
1585,133688.719803
1586,84590.3538211
1587,104815.933549
1588,155716.979711
1589,108353.010233
1590,119175.288279
1591,91328.7728503
1592,125713.33279
1593,123973.971273
1594,151185.282159
1595,136738.016476
1596,228798.454362
1597,204339.790311
1598,212098.904233
1599,195360.279489
1600,178844.563795
1601,72195.9649378
1602,117655.86621
1603,53710.8826425
1604,274706.890546
1605,233198.982085
1606,151116.139298
1607,160766.649152
1608,199466.440972
1609,191954.989315
1610,156593.246781
1611,127113.761637
1612,184862.892218
1613,167803.851008
1614,133871.979728
1615,96531.2420009
1616,67761.7965262
1617,86300.3145238
1618,132925.647492
1619,145998.857745
1620,171960.222107
1621,135136.112676
1622,156432.568645
1623,263657.043568
1624,201059.910694
1625,109681.912861
1626,168491.715459
1627,189100.480304
1628,278594.481203
1629,176151.66461
1630,355273.736004
1631,243122.245376
1632,253160.330256
1633,170625.012275
1634,181797.218886
1635,170893.675308
1636,145138.057893
1637,204472.777752
1638,182921.290425
1639,181400.030715
1640,238290.685124
1641,179224.25422
1642,237759.937539
1643,224766.722049
1644,240791.205257
1645,224377.868084
1646,155038.594865
1647,151785.796603
1648,128676.49937
1649,132256.332883
1650,113426.370448
1651,118995.385333
1652,96612.7947826
1653,95916.7856201
1654,144311.230413
1655,126770.406376
1656,142911.482667
1657,153521.584763
1658,146419.158309
1659,124104.117501
1660,157234.01355
1661,433928.08285
1662,402169.855596
1663,383513.512071
1664,502415.875655
1665,332040.996321
1666,314751.981741
1667,366609.752026
1668,352980.812046
1669,328365.703593
1670,360114.560894
1671,260303.21936
1672,417366.562704
1673,289146.089386
1674,247002.645792
1675,198801.371372
1676,202658.702107
1677,213187.510386
1678,486857.125785
1679,369518.858224
1680,346967.643001
1681,284726.355459
1682,312152.620927
1683,187372.060416
1684,169350.191411
1685,168780.496921
1686,161792.312074
1687,161548.060557
1688,181631.393613
1689,184416.926175
1690,188326.396315
1691,177574.654074
1692,250623.668704
1693,168120.413534
1694,180212.987881
1695,166335.569696
1696,265463.148613
1697,171909.617489
1698,340968.433634
1699,330776.379268
1700,265540.137686
1701,282324.961025
1702,236451.498264
1703,229770.982334
1704,272263.421685
1705,237852.576378
1706,164176.157257
1707,217676.277475
1708,197860.312526
1709,276708.863972
1710,223611.944318
1711,264043.502207
1712,258453.845179
1713,270577.915568
1714,226153.725447
1715,206378.15524
1716,183918.813258
1717,170690.118744
1718,146300.410835
1719,222037.653239
1720,250486.816419
1721,145439.308653
1722,119097.948987
1723,153965.733244
1724,218080.377667
1725,242588.494922
1726,188172.870786
1727,153294.353473
1728,157699.357488
1729,174640.679061
1730,166494.846032
1731,111137.025622
1732,132087.505181
1733,116794.63263
1734,123960.136404
1735,96621.1844142
1736,96565.1309093
1737,291214.950456
1738,260875.692015
1739,245053.021106
1740,223178.99894
1741,190552.791961
1742,173363.204134
1743,166801.765112
1744,343028.707999
1745,216096.637382
1746,198156.868096
1747,219650.500528
1748,230580.527
1749,137963.925208
1750,125757.615891
1751,235309.713183
1752,109711.831163
1753,156065.184783
1754,198042.443543
1755,168040.906795
1756,149097.293051
1757,119054.849154
1758,155298.177526
1759,163763.285967
1760,167838.489
1761,155611.266293
1762,190659.90871
1763,178323.621612
1764,116490.440645
1765,184924.744556
1766,190702.795356
1767,226430.91856
1768,143749.697963
1769,161727.898156
1770,145562.719792
1771,121962.732573
1772,134906.521257
1773,122291.570367
1774,150364.142228
1775,139072.68823
1776,131850.78023
1777,108079.036057
1778,147693.130745
1779,134526.813091
1780,155490.881353
1781,124662.542484
1782,86476.5092686
1783,144264.802451
1784,106355.099569
1785,133503.987085
1786,107880.361018
1787,153294.478835
1788,71553.2165421
1789,101780.808169
1790,74999.0803466
1791,191074.863586
1792,164882.288874
1793,123174.701369
1794,161483.877567
1795,132247.978267
1796,130476.374819
1797,117455.853095
1798,125269.315946
1799,98646.1704315
1800,127897.461303
1801,135890.620874
1802,99731.7983352
1803,157363.826345
1804,134589.312874
1805,127580.70716
1806,123698.964086
1807,132964.131861
1808,121008.072181
1809,135375.079342
1810,147460.580518
1811,92659.4785726
1812,110639.129373
1813,144325.72801
1814,103242.756844
1815,68461.6047752
1816,100618.485414
1817,115630.480638
1818,162111.497462
1819,133563.030584
1820,34915.2517136
1821,86092.3112441
1822,150724.527433
1823,32092.7888433
1824,127922.35945
1825,160491.462261
1826,103516.848906
1827,104587.868844
1828,148357.237467
1829,126467.348584
1830,150434.070398
1831,152625.748856
1832,73380.1372268
1833,141793.129744
1834,122423.193676
1835,133431.139364
1836,132271.978542
1837,76777.8113251
1838,108475.701091
1839,114882.96676
1840,153627.061873
1841,135172.241237
1842,73565.0719333
1843,140027.659552
1844,137625.070849
1845,139001.838443
1846,155119.677281
1847,171377.469798
1848,81050.187619
1849,109746.483541
1850,109031.752679
1851,140937.953986
1852,110481.570568
1853,123765.788807
1854,164937.667508
1855,153920.750278
1856,219512.51115
1857,133993.595979
1858,146459.135129
1859,106816.681793
1860,152483.312619
1861,111694.795114
1862,290743.154187
1863,278448.02179
1864,278472.255727
1865,365773.151208
1866,345292.389779
1867,217752.469285
1868,287017.855598
1869,203004.516892
1870,223588.444198
1871,253169.665404
1872,168916.159166
1873,239711.590811
1874,148640.519622
1875,182735.871837
1876,201642.574096
1877,207360.646599
1878,195543.20545
1879,140622.471622
1880,130089.485984
1881,241422.608966
1882,240789.775986
1883,178859.775884
1884,200831.803772
1885,227172.191752
1886,281048.193827
1887,214388.795977
1888,265174.682623
1889,165518.156095
1890,98014.6263742
1891,98506.647669
1892,103572.604611
1893,133202.653044
1894,119385.240269
1895,133751.623644
1896,129419.836287
1897,121270.018083
1898,101040.167463
1899,160455.40052
1900,156492.345222
1901,191997.183156
1902,171922.872557
1903,222595.138255
1904,162201.125001
1905,200052.144519
1906,178866.668149
1907,234738.904088
1908,111185.756683
1909,126740.604528
1910,125078.227963
1911,228457.285684
1912,314916.464907
1913,144307.518081
1914,58835.1534571
1915,333770.684525
1916,28698.9466457
1917,231668.579635
1918,129080.294198
1919,154021.279275
1920,163759.57477
1921,376253.832024
1922,345557.445935
1923,236950.322599
1924,228175.337559
1925,201964.232814
1926,380657.056576
1927,130072.918889
1928,172055.939344
1929,118828.294814
1930,120432.121707
1931,127186.613265
1932,133739.634648
1933,208321.016959
1934,186006.98647
1935,165444.814806
1936,205357.739547
1937,177127.99252
1938,169047.240935
1939,260995.284183
1940,204851.90975
1941,168359.481215
1942,156094.173423
1943,238454.898753
1944,363050.846134
1945,405422.387869
1946,140820.394569
1947,99397.5957556
1948,176191.336515
1949,224277.52722
1950,180713.627803
1951,240641.152543
1952,200971.658477
1953,173815.168816
1954,181214.548207
1955,136043.759537
1956,288474.55391
1957,153058.495548
1958,256372.095585
1959,133170.35102
1960,101758.135584
1961,125670.681073
1962,94877.4023809
1963,107393.089467
1964,110856.847564
1965,138651.563144
1966,141184.744238
1967,308013.471906
1968,386877.415925
1969,389426.007154
1970,410690.175719
1971,470113.925962
