Id,SalePrice
1461,112374.246592
1462,151980.596073
1463,183167.775831
1464,199075.619891
1465,201144.20662
1466,170266.681271
1467,174072.502771
1468,167024.584455
1469,189558.926159
1470,120861.855335
1471,169539.61301
1472,102228.841515
1473,100077.915525
1474,146141.703879
1475,99934.1940172
1476,357328.700634
1477,250291.526712
1478,308346.892998
1479,311129.58954
1480,441755.574466
1481,310582.362082
1482,218665.87452
1483,176315.805759
1484,170417.09592
1485,196975.538181
1486,201513.999975
1487,333221.98895
1488,226536.730228
1489,198036.965447
1490,243101.343318
1491,202193.180161
1492,92659.1446983
1493,200942.044007
1494,304068.240297
1495,279606.911394
1496,238945.489111
1497,168405.332022
1498,175998.325408
1499,168856.737155
1500,165052.889067
1501,190880.848057
1502,153710.824692
1503,281866.239446
1504,233771.502127
1505,221339.483805
1506,192325.116465
1507,235680.537484
1508,193538.159979
1509,155883.634085
1510,154170.266509
1511,152989.908316
1512,174380.977978
1513,143491.004156
1514,160703.133566
1515,190608.524644
1516,156988.345312
1517,173029.597965
1518,123477.086303
1519,216133.913995
1520,131868.381722
1521,133537.347159
1522,184580.299636
1523,108136.357458
1524,105876.682723
1525,114283.559559
1526,101326.386695
1527,106135.770242
1528,122026.983099
1529,150501.322898
1530,204109.412079
1531,145973.57122
1532,96695.2459198
1533,148914.776159
1534,120492.50604
1535,145458.886117
1536,104572.883441
1537,63361.8763634
1538,161368.900448
1539,190543.600271
1540,115476.062528
1541,137249.485242
1542,135934.508806
1543,172210.407197
1544,80252.8482482
1545,109396.985965
1546,147547.298955
1547,131414.052509
1548,131338.926857
1549,124759.577148
1550,147413.584785
1551,105742.966477
1552,149646.342626
1553,152438.189088
1554,118812.393886
1555,161630.216909
1556,88093.2657457
1557,108519.235538
1558,110184.812035
1559,80920.1748378
1560,126240.52638
1561,125890.679639
1562,136733.528167
1563,125456.309872
1564,159768.6395
1565,162631.650478
1566,228121.712086
1567,74702.9179358
1568,243247.237078
1569,142819.210519
1570,143564.519049
1571,102598.469473
1572,137072.483642
1573,257772.130137
1574,134440.901078
1575,242375.258624
1576,238703.390337
1577,187674.717202
1578,150576.311763
1579,147513.622822
1580,191129.624352
1581,163463.028584
1582,128362.746723
1583,271686.258418
1584,221402.996976
1585,145543.261745
1586,72319.3372733
1587,108622.552058
1588,158166.866178
1589,98378.1960389
1590,124362.335867
1591,94158.9795481
1592,127559.659146
1593,130241.713469
1594,130545.769597
1595,115021.318573
1596,219142.497608
1597,199090.08465
1598,204253.774267
1599,182754.502922
1600,173578.138931
1601,57509.2140145
1602,129263.874236
1603,70593.8879981
1604,277812.532106
1605,227498.066519
1606,155437.233352
1607,162689.64188
1608,220601.605256
1609,189109.710426
1610,163452.905324
1611,139568.008499
1612,189782.836409
1613,171652.163045
1614,139329.616128
1615,94859.8336319
1616,75290.1095223
1617,89068.9222112
1618,125734.557534
1619,149263.379881
1620,156851.95991
1621,132707.149286
1622,158630.77441
1623,251813.982804
1624,217632.38767
1625,113746.250409
1626,182373.077955
1627,189207.976279
1628,269135.687106
1629,176256.291418
1630,319962.957003
1631,234737.759746
1632,233990.069824
1633,186289.176925
1634,192151.907645
1635,179254.438465
1636,154534.281187
1637,186069.408576
1638,184264.898118
1639,183376.167542
1640,229237.915495
1641,178507.521451
1642,265485.657766
1643,211491.438354
1644,230603.334344
1645,200334.242828
1646,169177.127062
1647,157393.827885
1648,129650.346063
1649,139546.60737
1650,118445.363107
1651,119193.180538
1652,101240.50412
1653,99442.3529257
1654,144521.949014
1655,120249.767897
1656,145026.697585
1657,149435.14868
1658,159192.442525
1659,111643.679331
1660,162337.312625
1661,402448.457402
1662,343197.978655
1663,361031.251933
1664,453377.987834
1665,320228.647275
1666,315827.189707
1667,340440.10608
1668,353701.557595
1669,308933.836133
1670,345439.127857
1671,264972.133582
1672,372544.650142
1673,284660.048362
1674,244305.807626
1675,209152.253174
1676,211338.985165
1677,218418.174978
1678,441223.780501
1679,362833.441055
1680,328009.217209
1681,281287.041343
1682,311832.173181
1683,197780.432593
1684,183900.371018
1685,187888.961663
1686,175106.038131
1687,176412.342856
1688,201911.603596
1689,201950.164316
1690,205386.818968
1691,198071.128103
1692,261081.387146
1693,182201.15986
1694,187746.020464
1695,166545.884084
1696,256411.884347
1697,172768.338022
1698,322791.130712
1699,320732.583327
1700,270618.125138
1701,276356.279345
1702,227243.543009
1703,227432.901464
1704,256689.170055
1705,260766.885461
1706,271692.464317
1707,230585.657253
1708,203409.152342
1709,245510.301396
1710,220980.711859
1711,274520.737516
1712,251260.713461
1713,264801.148346
1714,216731.09657
1715,206840.545538
1716,179168.748101
1717,182318.615379
1718,138284.540274
1719,223222.255193
1720,230344.856577
1721,159430.630665
1722,119804.217312
1723,156261.300967
1724,210516.073357
1725,238157.113199
1726,190082.413873
1727,162415.962992
1728,176104.102987
1729,174740.616525
1730,155643.594763
1731,120555.029165
1732,132687.586429
1733,113819.263626
1734,122136.397016
1735,124853.111501
1736,99034.9037597
1737,270430.885371
1738,266836.783195
1739,238132.590572
1740,221286.771576
1741,195866.848258
1742,174657.942006
1743,178906.494244
1744,334242.076887
1745,216804.805871
1746,188652.616252
1747,214379.191146
1748,211496.896163
1749,143521.22852
1750,123571.026103
1751,237221.941888
1752,113516.004975
1753,153266.953852
1754,191760.394939
1755,176183.154623
1756,134395.959896
1757,119973.571909
1758,154765.610629
1759,159400.683706
1760,166097.868359
1761,156751.734854
1762,178005.770381
1763,195348.033565
1764,116902.75703
1765,155156.242256
1766,189717.023853
1767,206087.486081
1768,141913.547212
1769,162783.066176
1770,160838.13224
1771,123791.581956
1772,131579.572329
1773,124895.808701
1774,157116.719773
1775,145647.013208
1776,131656.05308
1777,105671.857678
1778,147290.795944
1779,138659.803195
1780,159144.692186
1781,126754.73776
1782,86893.3288223
1783,155576.657847
1784,114916.270741
1785,141877.010818
1786,140712.339566
1787,168828.948102
1788,50190.9017345
1789,107031.017134
1790,88268.0525858
1791,196018.939882
1792,153494.558676
1793,128445.511925
1794,166194.943951
1795,134904.411158
1796,151989.338821
1797,122825.101606
1798,131601.849292
1799,99540.3580744
1800,134986.191465
1801,123040.236932
1802,126764.27393
1803,157257.196319
1804,131869.196549
1805,134810.790132
1806,115670.093024
1807,142209.036005
1808,127599.043952
1809,133303.591686
1810,142142.479595
1811,90740.6365076
1812,96900.9953889
1813,130242.747948
1814,97764.6133109
1815,54191.0832305
1816,93101.6247863
1817,132402.858752
1818,166004.484328
1819,137016.333669
1820,46893.8229847
1821,113007.594077
1822,156624.854917
1823,41049.7760693
1824,144943.71405
1825,142066.854336
1826,106814.82914
1827,101959.559164
1828,137124.197222
1829,143259.740906
1830,143440.170054
1831,137456.430764
1832,59895.4267115
1833,143326.110905
1834,126161.843405
1835,102983.601864
1836,118858.355131
1837,85023.3725756
1838,111200.69393
1839,104872.07773
1840,158084.809146
1841,128796.278315
1842,95840.6024404
1843,146092.410184
